"","source","id","type","date","year","decade","lat","lon","source2","type_gbif","state","acceptedNameUsage","accessRights","adm1","adm2","associatedOccurrences","associatedReferences","associatedSequences","associatedTaxa","basisOfRecord","bed","behavior","bibliographicCitation","catalogNumber","class","classKey","cloc","collectionCode","collectionID","continent","coordinatePrecision","coordinateUncertaintyInMeters","country","crawlId","created","dataGeneralizations","datasetID","datasetKey","datasetName","dateIdentified","day","depth","depthAccuracy","disposition","dynamicProperties","earliestAgeOrLowestStage","earliestEonOrLowestEonothem","earliestEpochOrLowestSeries","earliestEraOrLowestErathem","earliestPeriodOrLowestSystem","elevation","elevationAccuracy","endDayOfYear","establishmentMeans","eventDate","eventID","eventRemarks","eventTime","family","familyKey","fieldNotes","fieldNumber","formation","fullCountry","gbifID","genericName","genus","genusKey","geodeticDatum","geologicalContextID","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceRemarks","georeferenceSources","georeferenceVerificationStatus","group","habitat","higherClassification","higherGeography","highestBiostratigraphicZone","http://unknown.org/classs","http://unknown.org/occurrenceDetails","identificationID","identificationQualifier","identificationRemarks","identificationVerificationStatus","identifiedBy","identifier","individualCount","informationWithheld","infraspecificEpithet","institutionCode","institutionID","island","islandGroup","ISO2","key","kingdom","kingdomKey","language","lastCrawled","lastInterpreted","lastParsed","latestAgeOrHighestStage","latestEonOrHighestEonothem","latestEpochOrHighestSeries","latestEraOrHighestErathem","latestPeriodOrHighestSystem","license","lifeStage","lithostratigraphicTerms","locality","locationAccordingTo","locationID","locationRemarks","lowestBiostratigraphicZone","member","modified","month","municipality","nameAccordingTo","namePublishedInYear","nomenclaturalCode","occurrenceID","occurrenceRemarks","occurrenceStatus","order","orderKey","organismID","otherCatalogNumbers","ownerInstitutionCode","parentNameUsage","phylum","phylumKey","preparations","previousIdentifications","protocol","publishingCountry","publishingOrgKey","recordedBy","recordNumber","references","reproductiveCondition","rights","rightsHolder","samplingEffort","samplingProtocol","scientificName","scientificNameID","sex","species","speciesKey","specificEpithet","startDayOfYear","taxonConceptID","taxonID","taxonKey","taxonomicStatus","taxonRank","taxonRemarks","typeStatus","typifiedName","verbatimCoordinateSystem","verbatimElevation","verbatimEventDate","verbatimLocality","verbatimSRS","verbatimTaxonRank","vernacularName","waterBody","downloadDate"
"1711","GBIF","GBIF40","specimen",1983-01-21,1983,"1980s",43.8168259592847,-117.034514294825,"QM",NA,"Oregon",NA,NA,"Idaho",NA,NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"JM8518","Mammalia",359,"Owyhee Co, Reynolds Ck, Idaho, United States","Mammals",NA,NA,0.01667,1000,"United States",71,NA,NA,NA,"a79c2b50-6c8a-11de-8226-b8a03c50a862",NA,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1983-01-21T00:00:00.000+0000",NA,NA,NA,"Erethizontidae",5498,NA,NA,NA,"United States","1066631149","Erethizon","Erethizon",2437593,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mammalia",NA,NA,NA,NA,NA,NA,"3ead8fab-7e48-4bb3-9172-4f09b644c2fe",NA,NA,NA,"QM",NA,NA,NA,"US",1066631149,"Animalia",1,NA,"2018-05-09T10:24:23.269+0000","2018-02-04T04:28:55.230+0000","2017-09-20T12:39:18.883+0000",NA,NA,NA,NA,NA,"http://creativecommons.org/licenses/by/4.0/legalcode",NA,NA,"Owyhee Co, Reynolds Ck",NA,NA,NA,NA,NA,"2015-07-11T00:00:00.000+0000",1,NA,NA,NA,NA,"3ead8fab-7e48-4bb3-9172-4f09b644c2fe",NA,NA,"Rodentia",1459,NA,NA,NA,NA,"Chordata",44,"Skull
Skin",NA,"DWC_ARCHIVE","AU","f9d3db7d-6ee9-4fbf-bd4c-e5d0f0bd26c6",NA,NA,NA,NA,NA,NA,NA,NA,"Erethizon dorsatus (Linnaeus, 1758)",NA,"MALE","Erethizon dorsatus",6066824,"dorsatus",NA,NA,NA,6066824,NA,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-05-18
"1781","GBIF","GBIF41","specimen",1980-07-12,1980,"1980s",48.361141552876,-119.843700273004,"UWBM","PhysicalObject","Washington",NA,"http://vertnet.org/resources/norms.html","Washington","Okanogan County",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"32146","Mammalia",359,"Okanogan; 12 mi W, Washington, Okanogan County, United States, NORTH_AMERICA","Mammal specimens",NA,"NORTH_AMERICA",NA,17629,"United States",61,NA,NA,NA,"830eb5d0-f762-11e1-a439-00145eb45e9a",NA,"2017-07-11T00:00:00.000+0000",12,NA,NA,NA,"ear from notch=29 mm; hind foot with claw=95 mm; tail length=164 mm; total length=651 mm; weight=7.27 kg; verbatim collector=C. Wentworth ; verbatim collector=J. Rozdilsky 356 ; sex=female",NA,NA,NA,NA,NA,NA,NA,"194",NA,"1980-07-12T00:00:00.000+0000",NA,"native; dead on road",NA,"Erethizontidae",5498,NA,NA,NA,"United States","1702671192","Erethizon","Erethizon",2437593,"WGS84",NA,"unknown","2017-07-11 00:00:00.0","not recorded",NA,"unknown","unverified",NA,NA,"Animalia; Chordata; Mammalia; Rodentia; Erethizontidae;  (Linnaeus, 1758)","North America, United States, Washington, Okanogan County",NA,NA,NA,NA,"A",NA,"legacy","unknown","http://arctos.database.museum/guid/UWBM:Mamm:32146?seid=3638704",1,NA,NA,"UWBM","http://biocol.org/urn:lsid:biocol.org:col:34878",NA,NA,"US",1702671192,"Animalia",1,"en","2018-05-09T08:35:33.977+0000","2018-02-02T21:40:11.300+0000","2017-11-29T18:00:05.897+0000",NA,NA,NA,NA,NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode",NA,NA,"Okanogan; 12 mi W","unknown",NA,"; VERBATIMCOORDINATESYSTEM: decimal degrees; GEOREFERENCEDBY: Jasmine Gallaher (UWBM); GEOREFERENCEDDATE: 7 Apr 1999; GEOREFERENCESOURCES: GNIS; GEOREFERENCEVERIFICATIONSTATUS: requires verification",NA,NA,"2017-07-25T20:35:53.000+0000",7,NA,NA,NA,"ICZN","http://arctos.database.museum/guid/UWBM:Mamm:32146?seid=3638704",NA,NA,"Rodentia",1459,"http://arctos.database.museum/guid/UWBM:Mamm:32146",NA,NA,NA,"Chordata",44,"skeleton; skin, study","<i>Erethizon dorsatum</i> (accepted ID) identified by unknown on 2017-07-11; method: legacy","DWC_ARCHIVE","US","06fcbbf0-0562-11d8-b851-b8a03c50a862",NA,NA,"http://arctos.database.museum/guid/UWBM:Mamm:32146",NA,NA,NA,NA,NA,"Erethizon dorsatus (Linnaeus, 1758)",NA,"FEMALE","Erethizon dorsatus",6066824,"dorsatus",NA,NA,NA,6066824,NA,"SPECIES",NA,NA,NA,"decimal degrees",NA,"before 2017-07-11","USA | Washington | Okanogan | Okanogan; 12 mi W",NA,NA,NA,NA,2018-05-18
"1785","GBIF","GBIF42","specimen",1980-09-24,1980,"1980s",46.8830561034917,-121.884243691856,"PSM","PhysicalObject","Washington",NA,"http://vertnet.org/resources/norms.html","Washington","Pierce",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"Mammal-26343","Mammalia",359,"Mount Rainier National Park, Washington, Pierce, United States, NORTH_AMERICA","Mammal",NA,"NORTH_AMERICA",NA,75797,"United States",57,NA,NA,NA,"8eddc200-f535-4c65-9b4d-f723eafe607e",NA,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"268","NATIVE","1980-09-24T00:00:00.000+0000",NA,NA,NA,"Erethizontidae",5498,NA,NA,NA,"United States","812662046","Erethizon","Erethizon",2437593,"WGS84",NA,"John Rozdilsky (UWBM)","6/4/2003",NA,NA,"GNIS","requires verification",NA,NA,"Mammalia | Rodentia | Erethizontidae | Erethizon","| USA | Washington | Pierce |  |  |  |",NA,NA,NA,NA,NA,NA,NA,NA,"urn:catalog:PSM:Mammal:Mammal-26343",NA,NA,NA,"PSM","urn:lsid:biocol.org:col:34825",NA,NA,"US",812662046,"Animalia",1,"en","2017-10-08T11:02:28.916+0000","2018-02-04T15:56:19.208+0000","2016-12-24T11:30:14.031+0000",NA,NA,NA,NA,NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode",NA,NA,"Mount Rainier National Park",NA,NA,NA,NA,NA,"2016-05-26T00:00:00.000+0000",9,NA,NA,NA,"ICZN","urn:catalog:PSM:Mammal:Mammal-26343",NA,"present","Rodentia",1459,NA,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","US","f56c5f80-055c-11d8-b84e-b8a03c50a862","C. Fabiani",NA,"http://portal.vertnet.org/o/psm/mammal?id=mammal-26343",NA,NA,NA,NA,NA,"Erethizon dorsatus (Linnaeus, 1758)",NA,"MALE","Erethizon dorsatus",6066824,"dorsatus","268",NA,NA,6066824,NA,"SPECIES",NA,NA,NA,"decimal degrees",NA,NA,"USA | Washington | Pierce | Mount Rainier National Park",NA,NA,NA,NA,2018-05-18
"1834","GBIF","GBIF43","specimen",1978-02-01,1978,"1970s",47.1805431360127,-122.177867355961,"PSM","PhysicalObject","Washington",NA,"http://vertnet.org/resources/norms.html","Washington","Pierce",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"Mammal-26340","Mammalia",359,"Bonney Lake, 0.25 mi S, Washington, Pierce, United States, NORTH_AMERICA","Mammal",NA,"NORTH_AMERICA",NA,6108,"United States",57,NA,NA,NA,"8eddc200-f535-4c65-9b4d-f723eafe607e",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"32","NATIVE","1978-02-01T00:00:00.000+0000",NA,NA,NA,"Erethizontidae",5498,NA,NA,NA,"United States","812662043","Erethizon","Erethizon",2437593,"WGS84",NA,"Jasmine Gallaher (UWBM)","4/6/2003",NA,NA,"GNIS","requires verification",NA,NA,"Mammalia | Rodentia | Erethizontidae | Erethizon","| USA | Washington | Pierce |  |  |  |",NA,NA,NA,NA,NA,NA,NA,NA,"urn:catalog:PSM:Mammal:Mammal-26340",NA,NA,NA,"PSM","urn:lsid:biocol.org:col:34825",NA,NA,"US",812662043,"Animalia",1,"en","2017-10-08T11:02:28.890+0000","2018-02-04T15:56:19.669+0000","2016-12-24T11:30:14.068+0000",NA,NA,NA,NA,NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode",NA,NA,"Bonney Lake, 0.25 mi S",NA,NA,NA,NA,NA,"2016-05-26T00:00:00.000+0000",2,NA,NA,NA,"ICZN","urn:catalog:PSM:Mammal:Mammal-26340",NA,"present","Rodentia",1459,NA,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","US","f56c5f80-055c-11d8-b84e-b8a03c50a862","A. Milotte",NA,"http://portal.vertnet.org/o/psm/mammal?id=mammal-26340",NA,NA,NA,NA,NA,"Erethizon dorsatus (Linnaeus, 1758)",NA,"FEMALE","Erethizon dorsatus",6066824,"dorsatus","32",NA,NA,6066824,NA,"SPECIES",NA,NA,NA,"decimal degrees",NA,NA,"USA | Washington | Pierce | Bonney Lake, 0.25 mi S",NA,NA,NA,NA,2018-05-18
"1909","GBIF","GBIF44","specimen",1976-07-18,1976,"1970s",47.0170056423555,-122.08517259771,"PSM","PhysicalObject","Washington",NA,"http://vertnet.org/resources/norms.html","Washington","Pierce",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"Mammal-26338","Mammalia",359,"Orting, 8 mi SE, Washington, Pierce, United States, NORTH_AMERICA","Mammal",NA,"NORTH_AMERICA",NA,7150,"United States",57,NA,NA,NA,"8eddc200-f535-4c65-9b4d-f723eafe607e",NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"200","NATIVE","1976-07-18T00:00:00.000+0000",NA,NA,NA,"Erethizontidae",5498,NA,NA,NA,"United States","812662356","Erethizon","Erethizon",2437593,"WGS84",NA,"Jasmine Gallaher (UWBM)","6/4/2003",NA,NA,"GNIS","requires verification",NA,NA,"Mammalia | Rodentia | Erethizontidae | Erethizon","| USA | Washington | Pierce |  |  |  |",NA,NA,NA,NA,NA,NA,NA,NA,"urn:catalog:PSM:Mammal:Mammal-26338",NA,NA,NA,"PSM","urn:lsid:biocol.org:col:34825",NA,NA,"US",812662356,"Animalia",1,"en","2017-10-08T11:02:28.868+0000","2018-02-04T15:56:19.641+0000","2016-12-24T11:30:14.004+0000",NA,NA,NA,NA,NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode",NA,NA,"Orting, 8 mi SE",NA,NA,NA,NA,NA,"2016-05-26T00:00:00.000+0000",7,NA,NA,NA,"ICZN","urn:catalog:PSM:Mammal:Mammal-26338",NA,"present","Rodentia",1459,NA,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","US","f56c5f80-055c-11d8-b84e-b8a03c50a862","R. H. Taylor",NA,"http://portal.vertnet.org/o/psm/mammal?id=mammal-26338",NA,NA,NA,NA,NA,"Erethizon dorsatus (Linnaeus, 1758)",NA,"FEMALE","Erethizon dorsatus",6066824,"dorsatus","200",NA,NA,6066824,NA,"SPECIES",NA,NA,NA,"decimal degrees",NA,NA,"USA | Washington | Pierce | Orting, 8 mi SE",NA,NA,NA,NA,2018-05-18
"1912","GBIF","GBIF45","specimen",1976-08-21,1976,"1970s",47.07994,-121.58252,"UWBM","PhysicalObject","Washington",NA,"http://vertnet.org/resources/norms.html","Washington","Pierce County",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"35953","Mammalia",359,"Mt. Rainier National Park; Hwy 410; 8 mi N, Washington, Pierce County, United States, NORTH_AMERICA","Mammal specimens",NA,"NORTH_AMERICA",NA,13,"United States",61,NA,NA,NA,"830eb5d0-f762-11e1-a439-00145eb45e9a",NA,"2017-07-11T00:00:00.000+0000",21,NA,NA,NA,"ear from notch=30 mm; hind foot with claw=101 mm; tail length=229 mm; total length=683 mm; weight=7.0 kg; reproductive data=abdominal ; verbatim collector=G. Leach ; verbatim collector=A. R. Weisbrod 511, S. R. Leffler ; sex=male",NA,NA,NA,NA,NA,NA,NA,"234",NA,"1976-08-21T00:00:00.000+0000",NA,"native",NA,"Erethizontidae",5498,NA,NA,NA,"United States","1702674969","Erethizon","Erethizon",2437593,"WGS84",NA,"unknown","2017-07-11 00:00:00.0","not recorded",NA,"unknown","unverified",NA,NA,"Animalia; Chordata; Mammalia; Rodentia; Erethizontidae;  (Linnaeus, 1758)","North America, United States, Washington, Pierce County",NA,NA,NA,NA,"A",NA,"legacy","unknown","http://arctos.database.museum/guid/UWBM:Mamm:35953?seid=3639136",1,NA,NA,"UWBM","http://biocol.org/urn:lsid:biocol.org:col:34878",NA,NA,"US",1702674969,"Animalia",1,"en","2018-05-09T08:35:40.949+0000","2018-02-02T21:40:12.974+0000","2017-11-29T18:00:10.006+0000",NA,NA,NA,NA,NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode",NA,NA,"Mt. Rainier National Park; Hwy 410; 8 mi N","unknown",NA,"; VERBATIMCOORDINATESYSTEM: decimal degrees; GEOREFERENCEDBY: Jasmine Gallaher (UWBM); GEOREFERENCEDDATE: 8 Apr 1999; GEOREFERENCESOURCES: Topo USA 4.0; GEOREFERENCEVERIFICATIONSTATUS: requires verification",NA,NA,"2017-07-25T20:35:45.000+0000",8,NA,NA,NA,"ICZN","http://arctos.database.museum/guid/UWBM:Mamm:35953?seid=3639136",NA,NA,"Rodentia",1459,"http://arctos.database.museum/guid/UWBM:Mamm:35953",NA,NA,NA,"Chordata",44,"skeleton; skin, study","<i>Erethizon dorsatum</i> (accepted ID) identified by unknown on 2017-07-11; method: legacy","DWC_ARCHIVE","US","06fcbbf0-0562-11d8-b851-b8a03c50a862",NA,NA,"http://arctos.database.museum/guid/UWBM:Mamm:35953",NA,NA,NA,NA,NA,"Erethizon dorsatus (Linnaeus, 1758)",NA,"MALE","Erethizon dorsatus",6066824,"dorsatus",NA,NA,NA,6066824,NA,"SPECIES",NA,NA,NA,"decimal degrees",NA,"before 2017-07-11","USA | Washington | Pierce | Mt. Rainier National Park; Hwy 410; 8 mi N",NA,NA,NA,NA,2018-05-18
"1936","GBIF","GBIF46","specimen",1975-07-28,1975,"1970s",48.3299999990633,-117.7032,"UWBM","PhysicalObject","Washington",NA,"http://vertnet.org/resources/norms.html","Washington","Stevens County",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"41408","Mammalia",359,"Chewelah, ~3 mi N; T33N R40E Sec 25, Washington, Stevens County, United States, NORTH_AMERICA","Mammal specimens",NA,"NORTH_AMERICA",NA,2749,"United States",61,NA,NA,NA,"830eb5d0-f762-11e1-a439-00145eb45e9a",NA,"2017-07-11T00:00:00.000+0000",28,NA,NA,NA,"ear from notch=30 mm; hind foot with claw=100 mm; tail length=180 mm; total length=700 mm; verbatim collector=E. M. Spenst ; verbatim collector=S. L. Lindsay 197 ; sex=female",NA,NA,NA,NA,NA,NA,NA,"209",NA,"1975-07-28T00:00:00.000+0000",NA,"native",NA,"Erethizontidae",5498,NA,NA,NA,"United States","1702679347","Erethizon","Erethizon",2437593,"WGS84",NA,"unknown","2017-07-11 00:00:00.0","not recorded",NA,"unknown","unverified",NA,NA,"Animalia; Chordata; Mammalia; Rodentia; Erethizontidae;  (Linnaeus, 1758)","North America, United States, Washington, Stevens County",NA,NA,NA,NA,"A",NA,"legacy","unknown","http://arctos.database.museum/guid/UWBM:Mamm:41408?seid=3639473",1,NA,NA,"UWBM","http://biocol.org/urn:lsid:biocol.org:col:34878",NA,NA,"US",1702679347,"Animalia",1,"en","2018-05-09T08:35:50.082+0000","2018-02-02T21:40:14.840+0000","2017-11-29T18:00:16.065+0000",NA,NA,NA,NA,NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode",NA,NA,"Chewelah, ~3 mi N; T33N R40E Sec 25","unknown",NA,"; VERBATIMCOORDINATESYSTEM: decimal degrees; GEOREFERENCEDBY: John Rozdilsky (UWBM); GEOREFERENCEDDATE: 9 Apr 1999; GEOREFERENCESOURCES: TRS Graphical Locator web site, http://www.esg.montana.edu/gl/trs-data.html; GEOREFERENCEVERIFICATIONSTATUS: requires verification",NA,NA,"2017-07-14T17:10:29.000+0000",7,NA,NA,NA,"ICZN","http://arctos.database.museum/guid/UWBM:Mamm:41408?seid=3639473",NA,NA,"Rodentia",1459,"http://arctos.database.museum/guid/UWBM:Mamm:41408",NA,NA,NA,"Chordata",44,"skin","<i>Erethizon dorsatum</i> (accepted ID) identified by unknown on 2017-07-11; method: legacy","DWC_ARCHIVE","US","06fcbbf0-0562-11d8-b851-b8a03c50a862",NA,NA,"http://arctos.database.museum/guid/UWBM:Mamm:41408",NA,NA,NA,NA,NA,"Erethizon dorsatus (Linnaeus, 1758)",NA,"FEMALE","Erethizon dorsatus",6066824,"dorsatus",NA,NA,NA,6066824,NA,"SPECIES",NA,NA,NA,"decimal degrees",NA,"before 2017-07-11","USA | Washington | Stevens | Chewelah, ~3 mi N; T33N R40E Sec 25",NA,NA,NA,NA,2018-05-18
"1952","GBIF","GBIF47","specimen",1974-04-24,1974,"1970s",46.96154,-120.77223,"UWBM","PhysicalObject","Washington",NA,"http://vertnet.org/resources/norms.html","Washington","Kittitas County",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"28713","Mammalia",359,"Ellensburg, 16 km SW; Manashtash Rd, Washington, Kittitas County, United States, NORTH_AMERICA","Mammal specimens",NA,"NORTH_AMERICA",NA,1622,"United States",61,NA,NA,NA,"830eb5d0-f762-11e1-a439-00145eb45e9a",NA,"2017-07-11T00:00:00.000+0000",24,NA,NA,NA,"verbatim collector=G. Kreitman, C. Davies ; verbatim collector=G. A. Murray 474 ; sex=unknown",NA,NA,NA,NA,NA,NA,NA,"114",NA,"1974-04-24T00:00:00.000+0000",NA,"native; found dead",NA,"Erethizontidae",5498,NA,NA,NA,"United States","1702669035","Erethizon","Erethizon",2437593,"WGS84",NA,"unknown","2017-07-11 00:00:00.0","not recorded",NA,"unknown","unverified",NA,"sage brush flats","Animalia; Chordata; Mammalia; Rodentia; Erethizontidae;  (Linnaeus, 1758)","North America, United States, Washington, Kittitas County",NA,NA,NA,NA,"A",NA,"legacy","unknown","http://arctos.database.museum/guid/UWBM:Mamm:28713?seid=3663541",1,NA,NA,"UWBM","http://biocol.org/urn:lsid:biocol.org:col:34878",NA,NA,"US",1702669035,"Animalia",1,"en","2018-05-09T08:35:28.608+0000","2018-02-02T21:40:09.843+0000","2017-11-29T18:00:03.233+0000",NA,NA,NA,NA,NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode",NA,NA,"Ellensburg, 16 km SW; Manashtash Rd","unknown",NA,"; VERBATIMCOORDINATESYSTEM: decimal degrees; GEOREFERENCEDBY: Jasmine Gallaher (UWBM); GEOREFERENCEDDATE: 8 Apr 1999; GEOREFERENCESOURCES: Topo USA 4.0; GEOREFERENCEVERIFICATIONSTATUS: requires verification",NA,NA,"2017-07-14T20:24:17.000+0000",4,NA,NA,NA,"ICZN","http://arctos.database.museum/guid/UWBM:Mamm:28713?seid=3663541",NA,NA,"Rodentia",1459,"http://arctos.database.museum/guid/UWBM:Mamm:28713",NA,NA,NA,"Chordata",44,"skull","<i>Erethizon dorsatum</i> (accepted ID) identified by unknown on 2017-07-11; method: legacy","DWC_ARCHIVE","US","06fcbbf0-0562-11d8-b851-b8a03c50a862",NA,NA,"http://arctos.database.museum/guid/UWBM:Mamm:28713",NA,NA,NA,NA,NA,"Erethizon dorsatus (Linnaeus, 1758)",NA,NA,"Erethizon dorsatus",6066824,"dorsatus",NA,NA,NA,6066824,NA,"SPECIES",NA,NA,NA,"decimal degrees",NA,"before 2017-07-11","USA | Washington | Kittitas | Ellensburg, 16 km SW; Manashtash Rd",NA,NA,NA,NA,2018-05-18
"1974","GBIF","GBIF48","specimen",1973-05-29,1973,"1970s",46.85846,-122.80054,"UWBM","PhysicalObject","Washington",NA,"http://vertnet.org/resources/norms.html","Washington","Thurston County",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"39389","Mammalia",359,"Tenino, 1.1 mi E on Yelm-Tenino Hwy (Hwy 507), Washington, Thurston County, United States, NORTH_AMERICA","Mammal specimens",NA,"NORTH_AMERICA",NA,174,"United States",61,NA,NA,NA,"830eb5d0-f762-11e1-a439-00145eb45e9a",NA,"2017-07-11T00:00:00.000+0000",29,NA,NA,NA,"ear from notch=30 mm; hind foot with claw=105 mm; tail length=250 mm; total length=765 mm; weight=8.86 kg; verbatim collector=X Catalog 432, P. R. Compton ; sex=male",NA,NA,NA,NA,NA,NA,NA,"149",NA,"1973-05-29T00:00:00.000+0000",NA,"native",NA,"Erethizontidae",5498,NA,NA,NA,"United States","1702678399","Erethizon","Erethizon",2437593,"WGS84",NA,"unknown","2017-07-11 00:00:00.0","not recorded",NA,"unknown","unverified",NA,NA,"Animalia; Chordata; Mammalia; Rodentia; Erethizontidae;  (Linnaeus, 1758)","North America, United States, Washington, Thurston County",NA,NA,NA,NA,"A",NA,"legacy","unknown","http://arctos.database.museum/guid/UWBM:Mamm:39389?seid=3639399",1,NA,NA,"UWBM","http://biocol.org/urn:lsid:biocol.org:col:34878",NA,NA,"US",1702678399,"Animalia",1,"en","2018-05-09T08:35:48.914+0000","2018-02-02T21:40:14.103+0000","2017-11-29T18:00:15.069+0000",NA,NA,NA,NA,NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode",NA,NA,"Tenino, 1.1 mi E on Yelm-Tenino Hwy (Hwy 507)","unknown",NA,"; VERBATIMCOORDINATESYSTEM: decimal degrees; GEOREFERENCEDBY: Jasmine Gallaher (UWBM); GEOREFERENCEDDATE: 8 Apr 1999; GEOREFERENCESOURCES: Topo USA 4.0; GEOREFERENCEVERIFICATIONSTATUS: requires verification",NA,NA,"2017-07-14T17:09:54.000+0000",5,NA,NA,NA,"ICZN","http://arctos.database.museum/guid/UWBM:Mamm:39389?seid=3639399",NA,NA,"Rodentia",1459,"http://arctos.database.museum/guid/UWBM:Mamm:39389",NA,NA,NA,"Chordata",44,"skeleton","<i>Erethizon dorsatum</i> (accepted ID) identified by unknown on 2017-07-11; method: legacy","DWC_ARCHIVE","US","06fcbbf0-0562-11d8-b851-b8a03c50a862",NA,NA,"http://arctos.database.museum/guid/UWBM:Mamm:39389",NA,NA,NA,NA,NA,"Erethizon dorsatus (Linnaeus, 1758)",NA,"MALE","Erethizon dorsatus",6066824,"dorsatus",NA,NA,NA,6066824,NA,"SPECIES",NA,NA,NA,"decimal degrees",NA,"before 2017-07-11","USA | Washington | Thurston | Tenino, 1.1 mi E on Yelm-Tenino Hwy (Hwy 507)",NA,NA,NA,NA,2018-05-18
"2049","GBIF","GBIF49","specimen",1970-09-23,1970,"1970s",42.3264567264956,-122.875255097287,"PSM","PhysicalObject","Oregon",NA,"http://vertnet.org/resources/norms.html","Oregon","Jackson",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"Mammal-24265","Mammalia",359,"Medford, Oregon, Jackson, United States, NORTH_AMERICA","Mammal",NA,"NORTH_AMERICA",NA,7577,"United States",57,NA,NA,NA,"8eddc200-f535-4c65-9b4d-f723eafe607e",NA,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"266","NATIVE","1970-09-23T00:00:00.000+0000",NA,NA,NA,"Erethizontidae",5498,NA,NA,NA,"United States","812661077","Erethizon","Erethizon",2437593,"WGS84",NA,"GW Shugart","7/1/2002",NA,"decimal lat/longs are GNIS or calculated using GNIS & offsets","GNIS downloaded Feb 2002","requires verification",NA,NA,"Mammalia | Rodentia | Erethizontidae | Erethizon","| USA | Oregon | Jackson |  |  |  |",NA,NA,NA,NA,NA,NA,NA,NA,"urn:catalog:PSM:Mammal:Mammal-24265",NA,NA,NA,"PSM","urn:lsid:biocol.org:col:34825",NA,NA,"US",812661077,"Animalia",1,"en","2017-10-08T11:02:28.286+0000","2018-02-04T15:56:19.053+0000","2016-12-24T11:30:12.098+0000",NA,NA,NA,NA,NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode",NA,NA,"Medford",NA,NA,NA,NA,NA,"2016-05-26T00:00:00.000+0000",9,NA,NA,NA,"ICZN","urn:catalog:PSM:Mammal:Mammal-24265",NA,"present","Rodentia",1459,NA,"931",NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","US","f56c5f80-055c-11d8-b84e-b8a03c50a862","P. M. Lais",NA,"http://portal.vertnet.org/o/psm/mammal?id=mammal-24265",NA,NA,NA,NA,NA,"Erethizon dorsatus (Linnaeus, 1758)",NA,"FEMALE","Erethizon dorsatus",6066824,"dorsatus","266",NA,NA,6066824,NA,"SPECIES",NA,NA,NA,"decimal degrees",NA,NA,"USA | Oregon | Jackson | Medford",NA,NA,NA,NA,2018-05-18
